College_Name,Course,City,State,University,Average_Fees,Rating,NIRF_Rank,Institute_Type,NBA_Accreditation,NAAC_Accreditation,Website,Course_Category,Affordability_Score,Quality_Score,Overall_Score,Affordability_Tier,Quality_Tier,Ranking_Tier
Vivekanand Education Society's Institute of Technology,COMPUTER ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",315500.00000000006,0.0,,Private,Yes,Yes,www.ves.ac.in/ve sit,Computer Science & IT,38.449999999999996,86.7,67.4,Premium,Excellent,Not Ranked
Jawahar Education Society's AC Patil College of Engineering,COMPUTER ENGINEERING,Navi Mumbai,Maharashtra,"University of Mumbai, Mumbai",252000.0,0.0,,Private,Yes,Yes,www.piit.ac.in,Computer Science & IT,49.6,86.7,71.9,Moderate,Excellent,Not Ranked
Dr. DY Patil Institute of Engineering and Technology,COMPUTER ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",271142.8571428572,0.0,,Private,Yes,Yes,"www.engg.dypvp
 .edu.i",Computer Science & IT,45.77142857142856,86.7,70.3,Moderate,Excellent,Not Ranked
Vishwakarma Institute of Information Technology,COMPUTER ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",463461.5384615384,3.14,,"Private -
 Autonomous",Yes,Yes,www.viit.ac.in,Computer Science & IT,23.65384615384616,74.7,54.3,Premium,Good,Not Ranked
SCTR's Pune Institute of Computer Technology,COMPUTER ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",314666.6666666667,2.71,,Private,Yes,Yes,www.pict.edu,Computer Science & IT,38.53333333333333,70.4,57.7,Premium,Good,Not Ranked
Vishwakarma Institute of Technology,COMPUTER ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",511550.0,3.53,,"Private -
 Autonomous",Yes,Yes,www.vit.edu,Computer Science & IT,19.538,78.6,55.0,Expensive,Good,Not Ranked
DKTE Society's Textile and Engineering Institute,COMPUTER SCIENCE AND ENGINEERING,Kolhapur,Maharashtra,"Shivaji University, Kolhapur",281318.1818181818,0.0,,"Private -
 Autonomous",Yes,Yes,www.dktes.com,Computer Science & IT,43.736363636363635,86.7,69.5,Moderate,Excellent,Not Ranked
Shri Guru Gobind Singhji Institute of Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING,Vishnupuri,Maharashtra,"Swami Ramanand Teerth Marathwada University, Nanded",247000.0,0.0,,Government Autonomous,Yes,Yes,www.sggs.ac.in,Computer Science & IT,50.6,100.0,80.2,Moderate,Excellent,Not Ranked
Sri Prakash College of Engineering,COMPUTER SCIENCE AND ENGINEERING,Rajupeta,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",100250.0,0.0,,Private,Yes,Not Available,www.sveri.ac.in,Computer Science & IT,79.95,53.3,64.0,Affordable,Average,Not Ranked
Walchand College of Engineering,COMPUTER SCIENCE AND ENGINEERING,Sangli,Maharashtra,"Shivaji University, Kolhapur",202910.0,3.25,,"Government
 Autonomous",Yes,Yes,"www.walchandsa
 ngli.a",Computer Science & IT,59.418,75.8,69.2,Moderate,Good,Not Ranked
"G. H. Raisoni College of Engineering, Nagpur",COMPUTER SCIENCE AND ENGINEERING,Nagpur,Maharashtra,Not Available,0.0,0.0,151.0,Private - Autonomous,Yes,Yes,www.ghrce.raiso ni.ne,Computer Science & IT,,65.3,65.3,Not Available,Good,Top 200
Yeshwantrao Chavan College of Engineering,COMPUTER TECHNOLOGY,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",443454.5454545455,3.25,151.0,Private,Yes,Not Available,www.ycce.edu,Other Engineering,25.65454545454545,55.2,43.4,Premium,Average,Top 200
Institute of Chemical Technology,DYESTUFF TECHNOLOGY,Mumbai,Maharashtra,Not Available,189512.8205128205,3.77,41.0,Government,Yes,Not Available,"www.ictmumbai.
 edu.in",Other Engineering,62.0974358974359,76.3,70.6,Affordable,Good,Top 50
Veermata Jijabai Technological Institute,ELECTRICAL ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",177209.41176470587,0.0,,"Government
 Autonomous",Yes,Yes,www.vjti.ac.in,Electrical & Power,64.55811764705882,100.0,85.8,Affordable,Excellent,Not Ranked
Phaltan Education Society's College of Engineering,ELECTRICAL ENGINEERING,Thakurki,Maharashtra,"Dr Babasaheb Ambedkar Technological University, Lonere",197000.0,0.0,,Private,Yes,Yes,www.sanjivanico e.org,Electrical & Power,60.6,86.7,76.3,Affordable,Excellent,Not Ranked
Shri Guru Gobind Singhji Institute of Engineering and Technology,ELECTRICAL ENGINEERING,Vishnupuri,Maharashtra,"Swami Ramanand Teerth Marathwada University, Nanded",247000.0,0.0,,Government Autonomous,Yes,Yes,www.sggs.ac.in,Electrical & Power,50.6,100.0,80.2,Moderate,Excellent,Not Ranked
Dr. DY Patil Institute of Engineering and Technology,ELECTRICAL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",271142.8571428572,0.0,,Private,Yes,Yes,"www.engg.dypvp
 .edu.i",Electrical & Power,45.77142857142856,86.7,70.3,Moderate,Excellent,Not Ranked
DKTE Society's Textile and Engineering Institute,ELECTRICAL ENGINEERING,Kolhapur,Maharashtra,"Shivaji University, Kolhapur",281318.1818181818,0.0,,"Private -
 Autonomous",Yes,Yes,www.dktes.com,Electrical & Power,43.736363636363635,86.7,69.5,Moderate,Excellent,Not Ranked
PES College of Engineering,ELECTRICAL ENGINEERING,Mandya,Karnataka,"Visvesvaraya Technological University, Belagavi",127875.0,2.99,,Private,No,No,"www.sircrrengg.a
 c.in",Electrical & Power,74.425,20.0,41.8,Affordable,Below Average,Not Ranked
Sardar Patel College of Engineering,ELECTRICAL ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",163875.0,0.0,,"Government
 Autonomous",Yes,Yes,www.spce.ac.in,Electrical & Power,67.225,86.7,78.9,Affordable,Excellent,Not Ranked
Sri Prakash College of Engineering,ELECTRICAL ENGINEERING,Rajupeta,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",100250.0,0.0,,Private,Yes,Not Available,www.sveri.ac.in,Electrical & Power,79.95,53.3,64.0,Affordable,Average,Not Ranked
JSPM's Rajarshi Shahu College of Engineering,ELECTRICAL ENGINEERING,Pune,Maharashtra,Not Available,0.0,0.0,151.0,Private,Yes,Yes,www.jspm.edu.in,Electrical & Power,,65.3,65.3,Not Available,Good,Top 200
Walchand College of Engineering,ELECTRICAL ENGINEERING,Sangli,Maharashtra,"Shivaji University, Kolhapur",202910.0,3.25,,"Government
 Autonomous",Yes,Yes,"www.walchandsa
 ngli.a",Electrical & Power,59.418,75.8,69.2,Moderate,Good,Not Ranked
"G. H. Raisoni College of Engineering, Nagpur",ELECTRICAL ENGINEERING,Nagpur,Maharashtra,Not Available,0.0,0.0,151.0,Private - Autonomous,Yes,Yes,www.ghrce.raiso ni.ne,Electrical & Power,,65.3,65.3,Not Available,Good,Top 200
Yeshwantrao Chavan College of Engineering,ELECTRICAL ENGINEERING,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",443454.5454545455,3.25,151.0,Private,Yes,Not Available,www.ycce.edu,Electrical & Power,25.65454545454545,55.2,43.4,Premium,Average,Top 200
Veermata Jijabai Technological Institute,ELECTRONICS & TELE- COMMUNICATION ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",177209.41176470587,0.0,,"Government
 Autonomous",Yes,Yes,www.vjti.ac.in,Electronics & Communication,64.55811764705882,100.0,85.8,Affordable,Excellent,Not Ranked
PES College of Engineering,ELECTRONICS & TELE- COMMUNICATION ENGINEERING,Mandya,Karnataka,"Visvesvaraya Technological University, Belagavi",127875.0,2.99,,Private,No,No,"www.sircrrengg.a
 c.in",Electronics & Communication,74.425,20.0,41.8,Affordable,Below Average,Not Ranked
Vishwakarma Institute of Technology,ELECTRONICS & TELE- COMMUNICATION ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",511550.0,3.53,,"Private -
 Autonomous",Yes,Yes,www.vit.edu,Electronics & Communication,19.538,78.6,55.0,Expensive,Good,Not Ranked
Vishwakarma Institute of Information Technology,ELECTRONICS & TELE- COMMUNICATION ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",463461.5384615384,3.14,,"Private -
 Autonomous",Yes,Yes,www.viit.ac.in,Electronics & Communication,23.65384615384616,74.7,54.3,Premium,Good,Not Ranked
Maharshi Karve Stree Shikshan Samstha Cummins College of Engineering for Women,ELECTRONICS & TELE- COMMUNICATION ENGINEERING,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",347000.0,0.0,,"Private -
 Autonomous",Yes,Yes,"www.cumminscol
 lege.o",Electronics & Communication,35.3,86.7,66.1,Premium,Excellent,Not Ranked
Pimpri Chinchwad College of Engineering,ELECTRONICS & TELE- COMMUNICATION ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",359000.0,0.0,,Private,Yes,Yes,"www.pccoepune.
 com",Electronics & Communication,34.1,86.7,65.7,Premium,Excellent,Not Ranked
Terna Public Charitable Trust's Terna Engineering College,ELECTRONICS & TELE- COMMUNICATION ENGINEERING,Navi Mumbai,Maharashtra,"University of Mumbai, Mumbai",320333.3333333333,0.0,,Private,Yes,Yes,www.terna.org,Electronics & Communication,37.96666666666667,86.7,67.2,Premium,Excellent,Not Ranked
Sri Prakash College of Engineering,ELECTRONICS & TELE- COMMUNICATION ENGINEERING,Rajupeta,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",100250.0,0.0,,Private,Yes,Not Available,www.sveri.ac.in,Electronics & Communication,79.95,53.3,64.0,Affordable,Average,Not Ranked
Thakur College of Engineering and Technology,ELECTRONICS & TELE- COMMUNICATION ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",491666.6666666667,3.17,,Private,Yes,Yes,"www.tcetmumbai
 .in",Electronics & Communication,20.83333333333333,75.0,53.3,Premium,Good,Not Ranked
Yeshwantrao Chavan College of Engineering,ELECTRONICS & TELE- COMMUNICATION ENGINEERING,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",443454.5454545455,3.25,151.0,Private,Yes,Not Available,www.ycce.edu,Electronics & Communication,25.65454545454545,55.2,43.4,Premium,Average,Top 200
Dr. DY Patil Institute of Engineering and Technology,ELECTRONICS & TELE- COMMUNICATION ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",271142.8571428572,0.0,,Private,Yes,Yes,"www.engg.dypvp
 .edu.i",Electronics & Communication,45.77142857142856,86.7,70.3,Moderate,Excellent,Not Ranked
Sinhgad College of Engineering,ELECTRONICS & TELE- COMMUNICATION ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",400476.1904761905,3.25,,Private,Yes,Not Available,"www.sinhgad.ed
 u",Electronics & Communication,29.952380952380953,59.2,47.5,Premium,Average,Not Ranked
SCTR's Pune Institute of Computer Technology,ELECTRONICS & TELE- COMMUNICATION ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",314666.6666666667,2.71,,Private,Yes,Yes,www.pict.edu,Electronics & Communication,38.53333333333333,70.4,57.7,Premium,Good,Not Ranked
Phaltan Education Society's College of Engineering,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,Thakurki,Maharashtra,"Dr Babasaheb Ambedkar Technological University, Lonere",197000.0,0.0,,Private,Yes,Yes,www.sanjivanico e.org,Electronics & Communication,60.6,86.7,76.3,Affordable,Excellent,Not Ranked
DKTE Society's Textile and Engineering Institute,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,Kolhapur,Maharashtra,"Shivaji University, Kolhapur",281318.1818181818,0.0,,"Private -
 Autonomous",Yes,Yes,www.dktes.com,Electronics & Communication,43.736363636363635,86.7,69.5,Moderate,Excellent,Not Ranked
Shri Guru Gobind Singhji Institute of Engineering and Technology,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,Vishnupuri,Maharashtra,"Swami Ramanand Teerth Marathwada University, Nanded",247000.0,0.0,,Government Autonomous,Yes,Yes,www.sggs.ac.in,Electronics & Communication,50.6,100.0,80.2,Moderate,Excellent,Not Ranked
MIT Academy of Engineering,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",500454.5454545455,3.13,,"Private -
 Autonomous",Yes,Yes,"www.maepune.a
 c.in",Electronics & Communication,19.98181818181818,74.6,52.8,Expensive,Good,Not Ranked
JSPM's Rajarshi Shahu College of Engineering,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,Pune,Maharashtra,Not Available,0.0,0.0,151.0,Private,Yes,Yes,www.jspm.edu.in,Electronics & Communication,,65.3,65.3,Not Available,Good,Top 200
Vivekanand Education Society's Institute of Technology,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",315500.00000000006,0.0,,Private,Yes,Yes,www.ves.ac.in/ve sit,Electronics & Communication,38.449999999999996,86.7,67.4,Premium,Excellent,Not Ranked
Jawahar Education Society's AC Patil College of Engineering,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,Navi Mumbai,Maharashtra,"University of Mumbai, Mumbai",252000.0,0.0,,Private,Yes,Yes,www.piit.ac.in,Electronics & Communication,49.6,86.7,71.9,Moderate,Excellent,Not Ranked
"G. H. Raisoni College of Engineering, Nagpur",ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,Nagpur,Maharashtra,Not Available,0.0,0.0,151.0,Private - Autonomous,Yes,Yes,www.ghrce.raiso ni.ne,Electronics & Communication,,65.3,65.3,Not Available,Good,Top 200
Veermata Jijabai Technological Institute,ELECTRONICS ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",177209.41176470587,0.0,,"Government
 Autonomous",Yes,Yes,www.vjti.ac.in,Electronics & Communication,64.55811764705882,100.0,85.8,Affordable,Excellent,Not Ranked
Fr Conceicao Rodrigues College of Engineering,ELECTRONICS ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",508285.7142857143,0.0,,Private,Yes,Yes,"www.fragnel.ac.i
 n",Electronics & Communication,19.668571428571425,86.7,59.9,Expensive,Excellent,Not Ranked
MIT Academy of Engineering,ELECTRONICS ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",500454.5454545455,3.13,,"Private -
 Autonomous",Yes,Yes,"www.maepune.a
 c.in",Electronics & Communication,19.98181818181818,74.6,52.8,Expensive,Good,Not Ranked
Terna Public Charitable Trust's Terna Engineering College,ELECTRONICS ENGINEERING,Navi Mumbai,Maharashtra,"University of Mumbai, Mumbai",320333.3333333333,0.0,,Private,Yes,Yes,www.terna.org,Electronics & Communication,37.96666666666667,86.7,67.2,Premium,Excellent,Not Ranked
Walchand College of Engineering,ELECTRONICS ENGINEERING,Sangli,Maharashtra,"Shivaji University, Kolhapur",202910.0,3.25,,"Government
 Autonomous",Yes,Yes,"www.walchandsa
 ngli.a",Electronics & Communication,59.418,75.8,69.2,Moderate,Good,Not Ranked
Thakur College of Engineering and Technology,ELECTRONICS ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",491666.6666666667,3.17,,Private,Yes,Yes,"www.tcetmumbai
 .in",Electronics & Communication,20.83333333333333,75.0,53.3,Premium,Good,Not Ranked
"G. H. Raisoni College of Engineering, Nagpur",ELECTRONICS ENGINEERING,Nagpur,Maharashtra,Not Available,0.0,0.0,151.0,Private - Autonomous,Yes,Yes,www.ghrce.raiso ni.ne,Electronics & Communication,,65.3,65.3,Not Available,Good,Top 200
DKTE Society's Textile and Engineering Institute,ELECTRONICS ENGINEERING,Kolhapur,Maharashtra,"Shivaji University, Kolhapur",281318.1818181818,0.0,,"Private -
 Autonomous",Yes,Yes,www.dktes.com,Electronics & Communication,43.736363636363635,86.7,69.5,Moderate,Excellent,Not Ranked
Vishwakarma Institute of Technology,ELECTRONICS ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",511550.0,3.53,,"Private -
 Autonomous",Yes,Yes,www.vit.edu,Electronics & Communication,19.538,78.6,55.0,Expensive,Good,Not Ranked
Vivekanand Education Society's Institute of Technology,ELECTRONICS ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",315500.00000000006,0.0,,Private,Yes,Yes,www.ves.ac.in/ve sit,Electronics & Communication,38.449999999999996,86.7,67.4,Premium,Excellent,Not Ranked
Yeshwantrao Chavan College of Engineering,ELECTRONICS ENGINEERING,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",443454.5454545455,3.25,151.0,Private,Yes,Not Available,www.ycce.edu,Electronics & Communication,25.65454545454545,55.2,43.4,Premium,Average,Top 200
Jawahar Education Society's AC Patil College of Engineering,ELECTRONICS ENGINEERING,Navi Mumbai,Maharashtra,"University of Mumbai, Mumbai",252000.0,0.0,,Private,Yes,Yes,www.piit.ac.in,Electronics & Communication,49.6,86.7,71.9,Moderate,Excellent,Not Ranked
DKTE Society's Textile and Engineering Institute,FASHION TECHNOLOGY,Kolhapur,Maharashtra,"Shivaji University, Kolhapur",281318.1818181818,0.0,,"Private -
 Autonomous",Yes,Yes,www.dktes.com,Other Engineering,43.736363636363635,86.7,69.5,Moderate,Excellent,Not Ranked
Institute of Chemical Technology,FIBRES AND TEXTILES PROCESSING TECHNOLOGY,Mumbai,Maharashtra,Not Available,189512.8205128205,3.77,41.0,Government,Yes,Not Available,"www.ictmumbai.
 edu.in",Other Engineering,62.0974358974359,76.3,70.6,Affordable,Good,Top 50
Institute of Chemical Technology,FOOD ENGINEERING AND TECHNOLOGY,Mumbai,Maharashtra,Not Available,189512.8205128205,3.77,41.0,Government,Yes,Not Available,"www.ictmumbai.
 edu.in",Agriculture & Food Tech,62.0974358974359,76.3,70.6,Affordable,Good,Top 50
Vishwakarma Institute of Technology,INDUSTRIAL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",511550.0,3.53,,"Private -
 Autonomous",Yes,Yes,www.vit.edu,Mechanical Engineering,19.538,78.6,55.0,Expensive,Good,Not Ranked
Veermata Jijabai Technological Institute,INFORMATION TECHNOLOGY,Mumbai,Maharashtra,"University of Mumbai, Mumbai",177209.41176470587,0.0,,"Government
 Autonomous",Yes,Yes,www.vjti.ac.in,Computer Science & IT,64.55811764705882,100.0,85.8,Affordable,Excellent,Not Ranked
Fr Conceicao Rodrigues College of Engineering,INFORMATION TECHNOLOGY,Mumbai,Maharashtra,"University of Mumbai, Mumbai",508285.7142857143,0.0,,Private,Yes,Yes,"www.fragnel.ac.i
 n",Computer Science & IT,19.668571428571425,86.7,59.9,Expensive,Excellent,Not Ranked
Phaltan Education Society's College of Engineering,INFORMATION TECHNOLOGY,Thakurki,Maharashtra,"Dr Babasaheb Ambedkar Technological University, Lonere",197000.0,0.0,,Private,Yes,Yes,www.sanjivanico e.org,Computer Science & IT,60.6,86.7,76.3,Affordable,Excellent,Not Ranked
Shri Guru Gobind Singhji Institute of Engineering and Technology,INFORMATION TECHNOLOGY,Vishnupuri,Maharashtra,"Swami Ramanand Teerth Marathwada University, Nanded",247000.0,0.0,,Government Autonomous,Yes,Yes,www.sggs.ac.in,Computer Science & IT,50.6,100.0,80.2,Moderate,Excellent,Not Ranked
Dr. DY Patil Institute of Engineering and Technology,INFORMATION TECHNOLOGY,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",271142.8571428572,0.0,,Private,Yes,Yes,"www.engg.dypvp
 .edu.i",Computer Science & IT,45.77142857142856,86.7,70.3,Moderate,Excellent,Not Ranked
"G. H. Raisoni College of Engineering, Nagpur",INFORMATION TECHNOLOGY,Nagpur,Maharashtra,Not Available,0.0,0.0,151.0,Private - Autonomous,Yes,Yes,www.ghrce.raiso ni.ne,Computer Science & IT,,65.3,65.3,Not Available,Good,Top 200
MIT Academy of Engineering,INFORMATION TECHNOLOGY,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",500454.5454545455,3.13,,"Private -
 Autonomous",Yes,Yes,"www.maepune.a
 c.in",Computer Science & IT,19.98181818181818,74.6,52.8,Expensive,Good,Not Ranked
Maharshi Karve Stree Shikshan Samstha Cummins College of Engineering for Women,INFORMATION TECHNOLOGY,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",347000.0,0.0,,"Private -
 Autonomous",Yes,Yes,"www.cumminscol
 lege.o",Computer Science & IT,35.3,86.7,66.1,Premium,Excellent,Not Ranked
Pimpri Chinchwad College of Engineering,INFORMATION TECHNOLOGY,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",359000.0,0.0,,Private,Yes,Yes,"www.pccoepune.
 com",Computer Science & IT,34.1,86.7,65.7,Premium,Excellent,Not Ranked
Terna Public Charitable Trust's Terna Engineering College,INFORMATION TECHNOLOGY,Navi Mumbai,Maharashtra,"University of Mumbai, Mumbai",320333.3333333333,0.0,,Private,Yes,Yes,www.terna.org,Computer Science & IT,37.96666666666667,86.7,67.2,Premium,Excellent,Not Ranked
Walchand College of Engineering,INFORMATION TECHNOLOGY,Sangli,Maharashtra,"Shivaji University, Kolhapur",202910.0,3.25,,"Government
 Autonomous",Yes,Yes,"www.walchandsa
 ngli.a",Computer Science & IT,59.418,75.8,69.2,Moderate,Good,Not Ranked
Vishwakarma Institute of Technology,INFORMATION TECHNOLOGY,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",511550.0,3.53,,"Private -
 Autonomous",Yes,Yes,www.vit.edu,Computer Science & IT,19.538,78.6,55.0,Expensive,Good,Not Ranked
Vivekanand Education Society's Institute of Technology,INFORMATION TECHNOLOGY,Mumbai,Maharashtra,"University of Mumbai, Mumbai",315500.00000000006,0.0,,Private,Yes,Yes,www.ves.ac.in/ve sit,Computer Science & IT,38.449999999999996,86.7,67.4,Premium,Excellent,Not Ranked
Vishwakarma Institute of Information Technology,INFORMATION TECHNOLOGY,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",463461.5384615384,3.14,,"Private -
 Autonomous",Yes,Yes,www.viit.ac.in,Computer Science & IT,23.65384615384616,74.7,54.3,Premium,Good,Not Ranked
Sinhgad College of Engineering,INFORMATION TECHNOLOGY,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",400476.1904761905,3.25,,Private,Yes,Not Available,"www.sinhgad.ed
 u",Computer Science & IT,29.952380952380953,59.2,47.5,Premium,Average,Not Ranked
JSPM's Rajarshi Shahu College of Engineering,INFORMATION TECHNOLOGY,Pune,Maharashtra,Not Available,0.0,0.0,151.0,Private,Yes,Yes,www.jspm.edu.in,Computer Science & IT,,65.3,65.3,Not Available,Good,Top 200
Thakur College of Engineering and Technology,INFORMATION TECHNOLOGY,Mumbai,Maharashtra,"University of Mumbai, Mumbai",491666.6666666667,3.17,,Private,Yes,Yes,"www.tcetmumbai
 .in",Computer Science & IT,20.83333333333333,75.0,53.3,Premium,Good,Not Ranked
Yeshwantrao Chavan College of Engineering,INFORMATION TECHNOLOGY,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",443454.5454545455,3.25,151.0,Private,Yes,Not Available,www.ycce.edu,Computer Science & IT,25.65454545454545,55.2,43.4,Premium,Average,Top 200
Jawahar Education Society's AC Patil College of Engineering,INFORMATION TECHNOLOGY,Navi Mumbai,Maharashtra,"University of Mumbai, Mumbai",252000.0,0.0,,Private,Yes,Yes,www.piit.ac.in,Computer Science & IT,49.6,86.7,71.9,Moderate,Excellent,Not Ranked
SCTR's Pune Institute of Computer Technology,INFORMATION TECHNOLOGY,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",314666.6666666667,2.71,,Private,Yes,Yes,www.pict.edu,Computer Science & IT,38.53333333333333,70.4,57.7,Premium,Good,Not Ranked
PES College of Engineering,INSTRUMENTATION & CONTROL ENGINEERING,Mandya,Karnataka,"Visvesvaraya Technological University, Belagavi",127875.0,2.99,,Private,No,No,"www.sircrrengg.a
 c.in",Other Engineering,74.425,20.0,41.8,Affordable,Below Average,Not Ranked
Maharshi Karve Stree Shikshan Samstha Cummins College of Engineering for Women,INSTRUMENTATION AND CONTROL ENGINEERING,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",347000.0,0.0,,"Private -
 Autonomous",Yes,Yes,"www.cumminscol
 lege.o",Other Engineering,35.3,86.7,66.1,Premium,Excellent,Not Ranked
Vishwakarma Institute of Technology,INSTRUMENTATION AND CONTROL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",511550.0,3.53,,"Private -
 Autonomous",Yes,Yes,www.vit.edu,Other Engineering,19.538,78.6,55.0,Expensive,Good,Not Ranked
Shri Guru Gobind Singhji Institute of Engineering and Technology,INSTRUMENTATION ENGINEERING,Vishnupuri,Maharashtra,"Swami Ramanand Teerth Marathwada University, Nanded",247000.0,0.0,,Government Autonomous,Yes,Yes,www.sggs.ac.in,Other Engineering,50.6,100.0,80.2,Moderate,Excellent,Not Ranked
Dr. DY Patil Institute of Engineering and Technology,INSTRUMENTATION ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",271142.8571428572,0.0,,Private,Yes,Yes,"www.engg.dypvp
 .edu.i",Other Engineering,45.77142857142856,86.7,70.3,Moderate,Excellent,Not Ranked
Vivekanand Education Society's Institute of Technology,INSTRUMENTATION ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",315500.00000000006,0.0,,Private,Yes,Yes,www.ves.ac.in/ve sit,Other Engineering,38.449999999999996,86.7,67.4,Premium,Excellent,Not Ranked
DKTE Society's Textile and Engineering Institute,MAN-MADE TEXTILE TECHNOLOGY,Kolhapur,Maharashtra,"Shivaji University, Kolhapur",281318.1818181818,0.0,,"Private -
 Autonomous",Yes,Yes,www.dktes.com,Other Engineering,43.736363636363635,86.7,69.5,Moderate,Excellent,Not Ranked
Veermata Jijabai Technological Institute,MECHANICAL ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",177209.41176470587,0.0,,"Government
 Autonomous",Yes,Yes,www.vjti.ac.in,Mechanical Engineering,64.55811764705882,100.0,85.8,Affordable,Excellent,Not Ranked
Shri Guru Gobind Singhji Institute of Engineering and Technology,MECHANICAL ENGINEERING,Vishnupuri,Maharashtra,"Swami Ramanand Teerth Marathwada University, Nanded",247000.0,0.0,,Government Autonomous,Yes,Yes,www.sggs.ac.in,Mechanical Engineering,50.6,100.0,80.2,Moderate,Excellent,Not Ranked
Maharshi Karve Stree Shikshan Samstha Cummins College of Engineering for Women,MECHANICAL ENGINEERING,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",347000.0,0.0,,"Private -
 Autonomous",Yes,Yes,"www.cumminscol
 lege.o",Mechanical Engineering,35.3,86.7,66.1,Premium,Excellent,Not Ranked
Sardar Patel College of Engineering,MECHANICAL ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",163875.0,0.0,,"Government
 Autonomous",Yes,Yes,www.spce.ac.in,Mechanical Engineering,67.225,86.7,78.9,Affordable,Excellent,Not Ranked
Walchand College of Engineering,MECHANICAL ENGINEERING,Sangli,Maharashtra,"Shivaji University, Kolhapur",202910.0,3.25,,"Government
 Autonomous",Yes,Yes,"www.walchandsa
 ngli.a",Mechanical Engineering,59.418,75.8,69.2,Moderate,Good,Not Ranked
Phaltan Education Society's College of Engineering,MECHANICAL ENGINEERING,Thakurki,Maharashtra,"Dr Babasaheb Ambedkar Technological University, Lonere",197000.0,0.0,,Private,Yes,Yes,www.sanjivanico e.org,Mechanical Engineering,60.6,86.7,76.3,Affordable,Excellent,Not Ranked
